"Year","Group","Type","Stdev","SE","Value","Scale"
2002,"arrowtooth_adu",NA,5426.60899664066,556.758335578385,42508.2163417215,3.05590876767729e-05
2004,"arrowtooth_adu",NA,5732.67398015575,422.618332816222,53744.9849703268,3.05590876767729e-05
2008,"arrowtooth_adu",NA,8793.44168388074,713.242303294809,68316.7132038312,3.05590876767729e-05
2010,"arrowtooth_adu",NA,10919.8943147548,855.312133479582,74065.3971002328,3.05590876767729e-05
2012,"arrowtooth_adu",NA,13081.0767296043,1090.08972746703,72844.9116851979,3.05590876767729e-05
2016,"arrowtooth_adu",NA,5373.39937712601,482.5455090196,45525.2754918609,3.05590876767729e-05
2002,"atka",NA,1.81753577517782,0.428397290559128,1.87022888333333,3.05590876767729e-05
2004,"atka",NA,8.54154283214366,1.48689175446476,16.7840326181818,3.05590876767729e-05
2008,"atka",NA,15.3816753644825,2.03735267261273,35.0746839137143,3.05590876767729e-05
2010,"atka",NA,0.741570371153958,0.331640352,0.82910088,3.05590876767729e-05
2012,"atka",NA,21.9511674317772,4.22450414192104,38.214706,3.05590876767729e-05
2016,"atka",NA,8.64941852279951,2.16235463069988,16.2564489933333,3.05590876767729e-05
2002,"bairdi",NA,495.973234030319,58.861193710227,1576.73270319792,3.05590876767729e-05
2004,"bairdi",NA,370.094840258471,33.7848820709726,787.298813347191,3.05590876767729e-05
2008,"bairdi",NA,161.865488555046,15.6481274103366,508.845753897857,3.05590876767729e-05
2010,"bairdi",NA,598.599540789656,49.2045791536357,2202.5858863517,3.05590876767729e-05
2012,"bairdi",NA,141.04904359608,13.9659363955868,612.998534733849,3.05590876767729e-05
2016,"bairdi",NA,176.673159176402,19.6303510196002,642.900832050077,3.05590876767729e-05
2002,"ben_zooplankton",NA,74.5767748137021,6.51580306874282,146.281038301389,3.05590876767729e-05
2004,"ben_zooplankton",NA,30.4857790153263,2.07429452774434,76.3189169815748,3.05590876767729e-05
2008,"ben_zooplankton",NA,520.393614841459,38.0549500225394,639.706622565082,3.05590876767729e-05
2010,"ben_zooplankton",NA,10.1105905347487,0.718528381595556,45.3960351068407,3.05590876767729e-05
2012,"ben_zooplankton",NA,21.2164595559909,1.70967103255332,91.0599543168737,3.05590876767729e-05
2016,"ben_zooplankton",NA,182.676764266808,13.9289726918372,253.689658299552,3.05590876767729e-05
2002,"deep_demersals",NA,40812.0177015736,3579.45074092656,476312.82956616,3.05590876767729e-05
2004,"deep_demersals",NA,69511.9050126066,4675.87673608363,715212.775755624,3.05590876767729e-05
2008,"deep_demersals",NA,47400.8941807309,3368.6348650761,503464.25097546,3.05590876767729e-05
2010,"deep_demersals",NA,69995.4463175852,4986.96906271504,737632.217892109,3.05590876767729e-05
2012,"deep_demersals",NA,59062.0247993858,4698.7224047319,615326.927580392,3.05590876767729e-05
2016,"deep_demersals",NA,49523.0905606954,4057.08965900768,561064.636075118,3.05590876767729e-05
2002,"eelpouts",NA,3927.61013676228,333.13554381006,16089.7901387695,3.05590876767729e-05
2004,"eelpouts",NA,3146.42471607331,207.019547500374,21151.8780675954,3.05590876767729e-05
2008,"eelpouts",NA,2282.54302466383,161.400165108985,15070.7367689633,3.05590876767729e-05
2010,"eelpouts",NA,7706.17937564024,571.22001962612,31288.9021249806,3.05590876767729e-05
2012,"eelpouts",NA,5288.82871725983,397.532709811565,17157.1943898312,3.05590876767729e-05
2016,"eelpouts",NA,2619.27329823256,199.717716645415,14511.2720810772,3.05590876767729e-05
2008,"euphausiids",NA,0,0,0,3.05590876767729e-05
2012,"euphausiids",NA,0,0,0,3.05590876767729e-05
2002,"fh_sole",NA,3100.99209841738,344.554677601931,22073.8391194819,3.05590876767729e-05
2004,"fh_sole",NA,2138.49824154433,168.537271788511,22506.489088603,3.05590876767729e-05
2008,"fh_sole",NA,2134.80988759954,189.433745012734,18639.8018435753,3.05590876767729e-05
2010,"fh_sole",NA,2315.83786572353,202.335693785189,20499.9666965915,3.05590876767729e-05
2012,"fh_sole",NA,2455.64229734046,233.079252122874,22115.5027454309,3.05590876767729e-05
2016,"fh_sole",NA,2104.27881570794,212.564260013468,19299.7045082989,3.05590876767729e-05
2002,"gr_turbot_adu",NA,3170.29359760573,269.873312938453,27028.6776370796,3.05590876767729e-05
2004,"gr_turbot_adu",NA,11252.9264776234,756.953749433799,36556.9608945755,3.05590876767729e-05
2008,"gr_turbot_adu",NA,2181.12214728911,160.794458004538,17426.3027590051,3.05590876767729e-05
2010,"gr_turbot_adu",NA,1872.04443430927,134.404957490727,19872.796701653,3.05590876767729e-05
2012,"gr_turbot_adu",NA,1850.13900426367,137.14142726385,17922.4000146945,3.05590876767729e-05
2016,"gr_turbot_adu",NA,4198.01599993957,327.80997558956,23573.149816042,3.05590876767729e-05
2002,"halibut_adu",NA,1339.99596678584,146.205546398372,8004.02400138661,3.05590876767729e-05
2004,"halibut_adu",NA,692.508382616607,57.7090318847172,4529.93761622874,3.05590876767729e-05
2008,"halibut_adu",NA,1106.18461897452,98.9401601476691,7985.11483156922,3.05590876767729e-05
2010,"halibut_adu",NA,746.047478188653,64.9350981173702,4818.63458897662,3.05590876767729e-05
2012,"halibut_adu",NA,1503.28166163335,142.685180900739,7308.41198537128,3.05590876767729e-05
2016,"halibut_adu",NA,720.651741802883,75.9633634621563,4665.60797347201,3.05590876767729e-05
2002,"herb_echinoderms",NA,1986.03216105696,168.453049299691,6846.73361447692,3.05590876767729e-05
2004,"herb_echinoderms",NA,2900.95229977545,190.868648263469,18692.2034905761,3.05590876767729e-05
2008,"herb_echinoderms",NA,2011.54769219593,142.237901383189,8370.09444843115,3.05590876767729e-05
2010,"herb_echinoderms",NA,2379.89584939007,168.284049362143,18878.9225355553,3.05590876767729e-05
2012,"herb_echinoderms",NA,6534.32902166151,475.302497738264,37787.7196952196,3.05590876767729e-05
2016,"herb_echinoderms",NA,6548.58940652002,495.026828797829,35576.6528704677,3.05590876767729e-05
2002,"herring",NA,3.0068679050005,0.751716976250124,3.10547981875,3.05590876767729e-05
2004,"herring",NA,2.67496694578938,0.319719702263131,3.79023079140049,3.05590876767729e-05
2008,"herring",NA,27.0743719775071,5.41487439550142,27.632665188,3.05590876767729e-05
2010,"herring",NA,15.5337347964941,2.05749343640236,27.5497232511905,3.05590876767729e-05
2016,"herring",NA,2.50533707595066,0.590513611854262,3.57996136666667,3.05590876767729e-05
2002,"hybrid_chion",NA,4.51211568587918,0.79763689974584,9.90482802,3.05590876767729e-05
2008,"hybrid_chion",NA,10.0172461184008,1.36317453433097,12.62156164675,3.05590876767729e-05
2010,"hybrid_chion",NA,9.55716147349617,1.37945743735293,19.1040242974242,3.05590876767729e-05
2016,"hybrid_chion",NA,4.50616558340963,0.784422742108189,11.4261717166667,3.05590876767729e-05
2002,"infauna",NA,132.612429757804,11.586401784307,808.435798722183,3.05590876767729e-05
2004,"infauna",NA,37.268776345699,2.64191350851253,176.188946304975,3.05590876767729e-05
2008,"infauna",NA,37.2666289311503,2.6825106481949,177.121126957184,3.05590876767729e-05
2010,"infauna",NA,67.4100419726148,4.87761945130804,293.703281309853,3.05590876767729e-05
2012,"infauna",NA,598.013502638243,43.966827134917,963.359134447828,3.05590876767729e-05
2016,"infauna",NA,262.269781477575,20.1745985751981,509.972676901513,3.05590876767729e-05
2002,"jellyfish",NA,166.863993201885,14.0524832431798,1052.3225440504,3.05590876767729e-05
2004,"jellyfish",NA,70.4397043907586,4.63459228963647,779.931008906128,3.05590876767729e-05
2008,"jellyfish",NA,43.2196111184839,3.16053097924456,228.992358603499,3.05590876767729e-05
2010,"jellyfish",NA,58.5033759789978,4.18951377200816,304.925298998367,3.05590876767729e-05
2012,"jellyfish",NA,208.381698660629,15.1575382151716,603.742365878588,3.05590876767729e-05
2016,"jellyfish",NA,133.819907536244,10.2036722906593,1013.65488959231,3.05590876767729e-05
2002,"kamchatka",NA,1990.68532692564,170.69985851585,18630.8219887801,3.05590876767729e-05
2004,"kamchatka",NA,1431.88917848716,96.3192894386042,14740.2202549491,3.05590876767729e-05
2008,"kamchatka",NA,4597.48142169584,336.201138412297,24822.4267384347,3.05590876767729e-05
2010,"kamchatka",NA,2758.07230630359,199.567108040158,27856.0354268576,3.05590876767729e-05
2012,"kamchatka",NA,7111.60209891952,547.046315301502,32685.1649295256,3.05590876767729e-05
2016,"kamchatka",NA,2064.61311698714,160.245055612976,21368.5806669203,3.05590876767729e-05
2002,"king_crabs",NA,158.808656220825,13.982322530198,1346.48457431198,3.05590876767729e-05
2004,"king_crabs",NA,317.611124420011,21.2688140248572,1633.91776153008,3.05590876767729e-05
2008,"king_crabs",NA,328.077083660133,24.3186914075241,1955.09846551144,3.05590876767729e-05
2010,"king_crabs",NA,465.852939809155,34.0665408580991,2933.08193136534,3.05590876767729e-05
2012,"king_crabs",NA,502.04217771083,38.1695599597128,2489.87405026256,3.05590876767729e-05
2016,"king_crabs",NA,434.984523887395,33.1672590048182,2468.94951970334,3.05590876767729e-05
2002,"lg_sculpins",NA,391.838362523751,43.0098478979916,1964.22939321554,3.05590876767729e-05
2004,"lg_sculpins",NA,225.83806005977,18.1985494947106,1404.38132407235,3.05590876767729e-05
2008,"lg_sculpins",NA,451.061721526028,38.8212119018212,3068.17203464396,3.05590876767729e-05
2010,"lg_sculpins",NA,423.82442428948,35.3187020241233,3298.86515174063,3.05590876767729e-05
2012,"lg_sculpins",NA,739.929173308344,70.2309691136151,4460.05671886973,3.05590876767729e-05
2016,"lg_sculpins",NA,264.519734635427,26.7205283026252,1873.5591807023,3.05590876767729e-05
2002,"misc_crabs",NA,1318.92025775572,111.073122880253,11654.6674580023,3.05590876767729e-05
2004,"misc_crabs",NA,708.98316887041,46.6476677656234,9129.55405519796,3.05590876767729e-05
2008,"misc_crabs",NA,851.026538450124,60.1766636307797,6747.27658482155,3.05590876767729e-05
2010,"misc_crabs",NA,414.391052902863,29.3018723570647,5419.2839652278,3.05590876767729e-05
2012,"misc_crabs",NA,820.015440170428,60.4523402879734,6859.4419997728,3.05590876767729e-05
2016,"misc_crabs",NA,1034.7271590624,78.2180210766711,8608.85645480242,3.05590876767729e-05
2002,"mycto_bathy",NA,39.9751273867979,3.50605060474111,252.023319743929,3.05590876767729e-05
2004,"mycto_bathy",NA,73.6931877722011,5.06126891578309,421.481924179543,3.05590876767729e-05
2008,"mycto_bathy",NA,24.3609035047049,1.731254026091,274.897439333855,3.05590876767729e-05
2010,"mycto_bathy",NA,58.5448006881866,4.19248025704845,292.853359477013,3.05590876767729e-05
2012,"mycto_bathy",NA,35.5431958121663,2.73409198555126,286.061611587267,3.05590876767729e-05
2016,"mycto_bathy",NA,62.6806422963514,5.03463034404529,346.84208571472,3.05590876767729e-05
2002,"north_rockfish",NA,10.7954483950344,2.25100659657399,33.2942232866667,3.05590876767729e-05
2004,"north_rockfish",NA,6.18084085029167,0.738751781401133,15.9203207253071,3.05590876767729e-05
2008,"north_rockfish",NA,2.9152045544179,1.10184375312466,3.1487808,3.05590876767729e-05
2010,"north_rockfish",NA,27.7690980714782,4.28486485785496,42.275222194026,3.05590876767729e-05
2012,"north_rockfish",NA,3.19086711895288,0.665341787642446,3.26258095217391,3.05590876767729e-05
2016,"north_rockfish",NA,2.44359994565027,0.575962030692129,2.5144436,3.05590876767729e-05
2002,"nr_sole",NA,119.836972533377,19.4401239883726,183.892339489583,3.05590876767729e-05
2004,"nr_sole",NA,359.142447840188,42.9257328484978,583.748287930909,3.05590876767729e-05
2008,"nr_sole",NA,124.353044507477,16.7677611007652,181.026728468464,3.05590876767729e-05
2010,"nr_sole",NA,290.708667855452,43.8259806627539,311.90372644881,3.05590876767729e-05
2012,"nr_sole",NA,77.503845277893,11.1867164836057,155.580053433036,3.05590876767729e-05
2016,"nr_sole",NA,385.949947430943,70.4644974252869,400.673564341667,3.05590876767729e-05
2002,"octopus",NA,164.107953774587,13.9697967400072,970.561482469167,3.05590876767729e-05
2004,"octopus",NA,259.079048936774,17.0461499376515,1979.95145011362,3.05590876767729e-05
2008,"octopus",NA,122.477963752887,8.70412986996402,781.211324298488,3.05590876767729e-05
2010,"octopus",NA,81.2084532113918,5.8154581242413,621.393458013605,3.05590876767729e-05
2012,"octopus",NA,308.68062975599,22.6946512553729,1418.74241440839,3.05590876767729e-05
2016,"octopus",NA,287.829370640787,21.7578552781646,2262.82965272855,3.05590876767729e-05
2002,"opilio",NA,1225.06065233927,147.479971713671,1456.72246351611,3.05590876767729e-05
2004,"opilio",NA,375.177763131162,33.5569192803037,438.37786223991,3.05590876767729e-05
2008,"opilio",NA,20.3382669346295,2.16806653994732,58.442692391,3.05590876767729e-05
2010,"opilio",NA,210.6666432229,19.2311454345125,444.625523179589,3.05590876767729e-05
2012,"opilio",NA,656.911866575842,94.8170607503555,758.539638636607,3.05590876767729e-05
2016,"opilio",NA,5.02147163351572,0.948968939846275,12.8126184875,3.05590876767729e-05
2002,"oth_flatfish",NA,1039.68177372785,96.9508253041035,8282.54102822565,3.05590876767729e-05
2004,"oth_flatfish",NA,1316.58190297063,94.282388360841,12985.6796439579,3.05590876767729e-05
2008,"oth_flatfish",NA,1552.22034663274,116.343833810538,12371.4650088039,3.05590876767729e-05
2010,"oth_flatfish",NA,1292.82011065358,96.3611216700065,12064.2455999553,3.05590876767729e-05
2012,"oth_flatfish",NA,1779.95025845794,140.717423463312,14479.9455012762,3.05590876767729e-05
2016,"oth_flatfish",NA,1717.53601610564,143.128001342137,13197.9814394062,3.05590876767729e-05
2002,"oth_forage",NA,12.4260773170162,1.54126520200109,39.9738271698214,3.05590876767729e-05
2004,"oth_forage",NA,10.3223049813372,0.872393997358249,31.9577961875711,3.05590876767729e-05
2008,"oth_forage",NA,17.1983013589392,1.78338077406366,39.3209681369221,3.05590876767729e-05
2010,"oth_forage",NA,104.724309910737,10.030769673415,204.719258321978,3.05590876767729e-05
2012,"oth_forage",NA,30.8414493762177,3.13147473513053,91.9421771843873,3.05590876767729e-05
2016,"oth_forage",NA,17.4513282082492,2.11628439735095,29.1244509506303,3.05590876767729e-05
2002,"oth_rockfish",NA,1918.11847516821,181.245159659054,16977.6082797086,3.05590876767729e-05
2004,"oth_rockfish",NA,1627.27847660613,108.244954110474,18818.9416007807,3.05590876767729e-05
2008,"oth_rockfish",NA,3240.76105004971,233.275084823866,26082.0857897264,3.05590876767729e-05
2010,"oth_rockfish",NA,3405.32182631925,248.358619621826,29478.3661056593,3.05590876767729e-05
2012,"oth_rockfish",NA,3026.11526296155,235.582753712664,29616.5478444849,3.05590876767729e-05
2016,"oth_rockfish",NA,4048.13871297141,314.196499020492,35972.4420513327,3.05590876767729e-05
2002,"pac_ocean_perch",NA,38567.2410281581,4453.36139790165,72665.0066765379,3.05590876767729e-05
2004,"pac_ocean_perch",NA,42572.2845595575,3650.5432841242,112272.695188294,3.05590876767729e-05
2008,"pac_ocean_perch",NA,43709.624587339,4058.33675966895,107885.580300662,3.05590876767729e-05
2010,"pac_ocean_perch",NA,78193.6408900179,6938.56362387034,203420.961932647,3.05590876767729e-05
2012,"pac_ocean_perch",NA,75225.281396151,6984.49203416107,231045.621629281,3.05590876767729e-05
2016,"pac_ocean_perch",NA,244340.673683432,26196.0699026719,357368.362643972,3.05590876767729e-05
2002,"pandalid",NA,149.856717125679,13.1941482412287,1260.11105341607,3.05590876767729e-05
2004,"pandalid",NA,86.4506510844952,5.88222175245551,896.946971602589,3.05590876767729e-05
2008,"pandalid",NA,152.378686328216,11.3576366984003,783.658355935007,3.05590876767729e-05
2010,"pandalid",NA,121.864779300049,8.98399072319202,1126.80222350556,3.05590876767729e-05
2012,"pandalid",NA,143.491401848951,12.2592977986164,1002.37177378834,3.05590876767729e-05
2016,"pandalid",NA,127.157092527157,11.28336737724,1052.42037727631,3.05590876767729e-05
2002,"pcod_adu",NA,1896.20883066433,273.69416970595,7510.98411204778,3.05590876767729e-05
2004,"pcod_adu",NA,943.143089251911,107.481130135072,5755.80779611048,3.05590876767729e-05
2008,"pcod_adu",NA,415.238731014204,52.3151627136013,3526.55042738129,3.05590876767729e-05
2010,"pcod_adu",NA,1478.27660998951,174.216569232174,6828.98625204606,3.05590876767729e-05
2012,"pcod_adu",NA,832.060643403722,104.829787531935,5497.59399696786,3.05590876767729e-05
2016,"pcod_adu",NA,1428.01917917476,194.328796215902,5805.76822795667,3.05590876767729e-05
2002,"pel_zooplankton",NA,0,0,0,3.05590876767729e-05
2004,"pel_zooplankton",NA,0,0,0,3.05590876767729e-05
2008,"pel_zooplankton",NA,0,0,0,3.05590876767729e-05
2010,"pel_zooplankton",NA,0,0,0,3.05590876767729e-05
2012,"pel_zooplankton",NA,0,0,0,3.05590876767729e-05
2016,"pel_zooplankton",NA,0,0,0,3.05590876767729e-05
2002,"pollock_adu",NA,4042.27143598713,423.745185225944,19288.9872890367,3.05590876767729e-05
2004,"pollock_adu",NA,20508.2784965054,1591.75111363946,62463.1307871753,3.05590876767729e-05
2008,"pollock_adu",NA,5452.35978698756,501.930402755026,26317.4593745111,3.05590876767729e-05
2010,"pollock_adu",NA,4708.87793050802,422.869721458054,14350.1540504668,3.05590876767729e-05
2012,"pollock_adu",NA,6231.3914596557,534.337409400033,38410.5352797493,3.05590876767729e-05
2016,"pollock_adu",NA,17426.917076983,1467.61116946482,80946.549555124,3.05590876767729e-05
2002,"rougheye_rock",NA,92.6147524050476,11.3146928405215,553.333183135833,3.05590876767729e-05
2004,"rougheye_rock",NA,94.9721864455776,8.26626779871682,646.342884632203,3.05590876767729e-05
2008,"rougheye_rock",NA,189.719818855065,18.2557980810964,829.164891781536,3.05590876767729e-05
2010,"rougheye_rock",NA,227.328780180655,21.0165531623086,998.865159909921,3.05590876767729e-05
2012,"rougheye_rock",NA,749.673333931033,71.1558439103074,1593.8057189265,3.05590876767729e-05
2016,"rougheye_rock",NA,110.861197937475,14.9485208803912,458.2722466975,3.05590876767729e-05
2002,"sablefish",NA,1741.16020147197,160.286788716982,15088.3205227583,3.05590876767729e-05
2004,"sablefish",NA,1049.16288653577,72.9218615121454,10699.7235816054,3.05590876767729e-05
2008,"sablefish",NA,1362.24958894379,108.374758334962,12367.284801251,3.05590876767729e-05
2010,"sablefish",NA,1281.73593946932,111.560793948497,9671.85301614209,3.05590876767729e-05
2012,"sablefish",NA,1186.64896495132,108.325734323999,8397.53455223389,3.05590876767729e-05
2016,"sablefish",NA,890.196080307731,74.7035955823031,4925.11815505375,3.05590876767729e-05
2002,"salmon_returning",NA,23.7438898650044,3.90347144849665,41.98792325,3.05590876767729e-05
2004,"salmon_returning",NA,8.75787565741399,1.8261433110904,18.2237328266667,3.05590876767729e-05
2008,"salmon_returning",NA,10.709024024091,1.8931058768311,18.1057693426667,3.05590876767729e-05
2010,"salmon_returning",NA,28.5303869681766,3.27265983195768,49.4445735758852,3.05590876767729e-05
2016,"salmon_returning",NA,50.2604332736948,5.65474053715338,110.707031738081,3.05590876767729e-05
2002,"shallow_demersals",NA,994.23136067834,83.7293850379843,7810.73731628714,3.05590876767729e-05
2004,"shallow_demersals",NA,1554.30433711853,102.265717309046,8801.46915297905,3.05590876767729e-05
2008,"shallow_demersals",NA,698.226999288068,49.3721046004128,4398.94794030269,3.05590876767729e-05
2010,"shallow_demersals",NA,1090.63706452069,77.1196864135971,7719.60770610022,3.05590876767729e-05
2012,"shallow_demersals",NA,1501.00851113096,109.182303508422,6281.48750560323,3.05590876767729e-05
2016,"shallow_demersals",NA,412.349730751347,31.170709735786,5693.72876229172,3.05590876767729e-05
2002,"sharks",NA,19991.8581817075,2720.54730862602,25424.6238163582,3.05590876767729e-05
2004,"sharks",NA,674.972540207249,52.2309432934951,2281.94219186685,3.05590876767729e-05
2008,"sharks",NA,454.352821168031,42.5540405758093,1967.83912019853,3.05590876767729e-05
2010,"sharks",NA,208.563113923841,18.4345490201163,833.009455209903,3.05590876767729e-05
2012,"sharks",NA,330.405360475583,33.7218558935633,1305.15092273246,3.05590876767729e-05
2016,"sharks",NA,112.532048840273,21.2665582682812,251.16913724,3.05590876767729e-05
2002,"shortraker_rock",NA,1882.35373376303,224.984303548099,4850.77490758958,3.05590876767729e-05
2004,"shortraker_rock",NA,495.853908961717,38.2559596222955,2569.5105116342,3.05590876767729e-05
2008,"shortraker_rock",NA,1992.95223427939,181.177475843581,7308.11425187204,3.05590876767729e-05
2010,"shortraker_rock",NA,1081.77113887794,91.4263480665207,4365.4685834299,3.05590876767729e-05
2012,"shortraker_rock",NA,4868.33405690354,496.872264034469,9283.9550096463,3.05590876767729e-05
2016,"shortraker_rock",NA,1549.59000680571,189.312550111537,6258.04109179755,3.05590876767729e-05
2002,"skates",NA,38868.0859538451,3273.28332542092,69313.9798450018,3.05590876767729e-05
2004,"skates",NA,3506.03299025794,230.680034852508,34170.7806759554,3.05590876767729e-05
2008,"skates",NA,3517.74906703981,248.74242198165,36461.7030078016,3.05590876767729e-05
2010,"skates",NA,4886.95655313786,345.560011808782,35251.1713826329,3.05590876767729e-05
2012,"skates",NA,6433.67645389725,467.981100743479,59823.1433050011,3.05590876767729e-05
2016,"skates",NA,5718.95665593181,432.312487724376,49483.2647623399,3.05590876767729e-05
2002,"snails_sea_stars",NA,841.155753119078,70.8380933405386,8213.12589796948,3.05590876767729e-05
2004,"snails_sea_stars",NA,717.682648961524,47.2200515327452,9612.17074420676,3.05590876767729e-05
2008,"snails_sea_stars",NA,659.578949906076,46.6392748206488,7379.7057781302,3.05590876767729e-05
2010,"snails_sea_stars",NA,652.842130384513,46.1629097439162,9442.66185307479,3.05590876767729e-05
2012,"snails_sea_stars",NA,741.774100374426,53.9561264051361,9664.94860782713,3.05590876767729e-05
2016,"snails_sea_stars",NA,2528.46888597444,191.134282001512,14662.4548931242,3.05590876767729e-05
2002,"squids",NA,133.510093310879,11.6205620449922,1268.51945389772,3.05590876767729e-05
2004,"squids",NA,215.355345360723,14.2936362993575,1641.62153308895,3.05590876767729e-05
2008,"squids",NA,160.283212230503,11.5976862024688,1784.39112834017,3.05590876767729e-05
2010,"squids",NA,183.867567438133,13.3743975497245,1923.12023565591,3.05590876767729e-05
2012,"squids",NA,110.249807635676,8.60906360297935,1344.96611372756,3.05590876767729e-05
2016,"squids",NA,225.707763186607,17.0619031533835,1218.66513850077,3.05590876767729e-05
2002,"structural_epifauna",NA,6526.99100247372,549.671801151713,14747.2746713359,3.05590876767729e-05
2004,"structural_epifauna",NA,1645.86087463358,108.289695213313,11882.221843014,3.05590876767729e-05
2008,"structural_epifauna",NA,4388.01784764327,310.279717603615,16349.6165152205,3.05590876767729e-05
2010,"structural_epifauna",NA,7275.10045805347,514.427286770297,20226.1364570888,3.05590876767729e-05
2012,"structural_epifauna",NA,3099.66308597494,225.467313021279,13914.3717955995,3.05590876767729e-05
2016,"structural_epifauna",NA,5638.6760477134,426.24384416875,18962.0962370182,3.05590876767729e-05
